review,sentiment
"Meja belum dibersihkan dari pengunjung sebelumnya, kotor. The table hasn't been cleaned from previous visitors, dirty.",negatif
"Banyak pengamen yang masuk ke dalam area makan, sangat mengganggu. Many street musicians entered the dining area, very disturbing.",negatif
"Hanya ada satu pelayan untuk area yang sangat luas, kewalahan. There's only one waiter for a very large area, overwhelmed.",negatif
"Tidak ada tempat sampah di area pengunjung, harus mencari-cari. No trash cans in the customer area, had to search around.",negatif
"Kepiting saus Padang pedasnya mantap, kepitingnya segar sekali. The Padang sauce crab is deliciously spicy, the crab is very fresh.",positif
"Tempe mendoan disajikan panas-panas, krispinya pas, gurih. Mendoan tempeh served hot, perfect crispiness, savory.",positif
"Pemandangan kota dari rooftop restoran sangat indah, romantis. The city view from the restaurant's rooftop is very beautiful, romantic.",positif
"Sop saudara-nya unik dan bumbunya kuat, wajib dicoba. The Sop Saudara is unique and richly seasoned, a must-try.",positif
"Es teler durian asli, daging duriannya melimpah, enak. Authentic durian ice dessert, abundant durian flesh, delicious.",positif
"Cireng bumbu rujaknya cukup enak, tapi porsinya sedikit sekali. The rujak sauce cireng is good enough, but the portion is very small.",netral
"Pelayanannya kurang senyum dan kurang ramah saat ditanya. The service is not smiling enough and unfriendly when asked.",negatif
"List menu tidak ada gambar, sulit membayangkan makanannya. The menu list has no pictures, difficult to imagine the food.",negatif
"Bau amis dari area dapur masuk ke ruang makan. Fishy smell from the kitchen entered the dining area.",negatif
"Hanya ada beberapa kursi, kurang nyaman untuk duduk lama. There are only a few chairs, not comfortable for long seating.",negatif
"Tahu campur khas Lamongan enak, petisnya pas dan gurih. The Lamongan tofu mix is good, its shrimp paste is perfect and savory.",positif
"Es Kopyor dengan kelapa muda asli, dingin menyegarkan. Kopyor ice with authentic young coconut, cold and refreshing.",positif
"Restoran ramah anak, ada area bermain khusus anak-anak. Child-friendly restaurant, with a dedicated play area for children.",positif
"Promo setiap hari Jumat menarik, diskon besar. Friday promotions are attractive, big discounts.",positif
"Waffle dengan es krim vanila dan saus karamel sangat nikmat. Waffle with vanilla ice cream and caramel sauce is very delicious.",positif
"Ayam betutunya lumayan, tapi sambalnya tidak terlalu pedas. The chicken betutu is okay, but the chili sauce is not very spicy.",netral
"Air mineral terasa aneh, seperti air keran yang dimasak. The mineral water tastes strange, like boiled tap water.",negatif
"Harga es teh di sini lebih mahal daripada es kopi susu. The price of iced tea here is more expensive than iced milk coffee.",negatif
"Banyak nyamuk di bawah meja, tidak bisa makan dengan tenang. Many mosquitoes under the table, couldn't eat peacefully.",negatif
"Saya menemukan sobekan plastik di dalam nasi saya. I found a piece of plastic in my rice.",negatif
"Kwetiau siramnya medok, udangnya besar, lezat. The Kwetiau Siram is rich, large prawns, delicious.",positif
"Jus semangkanya dingin sekali, tidak pakai banyak es. The watermelon juice is very cold, not much ice.",positif
"Tersedia berbagai pilihan tempat duduk, indoor dan outdoor. Various seating options available, indoor and outdoor.",positif
"Pelayan cepat mengambil piring kosong saat selesai makan. Waiters quickly cleared empty plates after finishing eating.",positif
"Gulai ikan kepala kakapnya gurih sekali, bumbu meresap. The red snapper head curry is very savory, well-seasoned.",positif
"Cumi goreng tepung renyahnya cukup baik, standar. Fried squid with flour is quite crispy, standard.",netral
"Pencahayaan sangat minim di dalam restoran, gelap. Very minimal lighting inside the restaurant, dark.",negatif
"Tidak ada tissue di meja, padahal makanannya berminyak. No tissues on the table, even though the food is oily.",negatif
"Tempat wudhu sangat kotor, sulit untuk sholat dengan tenang. The prayer ablution area is very dirty, hard to pray peacefully.",negatif
"Saya merasa tidak dihiraukan saat memanggil pelayan. I felt ignored when calling the waiter.",negatif
"Lumpia basahnya manis dan gurih, isiannya tebal. The wet spring roll is sweet and savory, thick filling.",positif
"Teh Poci-nya wangi sekali, cocok untuk sore hari. The Poci Tea is very fragrant, perfect for the afternoon.",positif
"Dekorasinya vintage, unik dan instagramable. The decor is vintage, unique and instagrammable.",positif
"Ada diskon khusus untuk pelanggan baru, lumayan. There's a special discount for new customers, quite good.",positif
"Bubur Manado dengan ikan asin dan kemangi, nikmat. Manado porridge with salted fish and basil, delicious.",positif
"Cemilan tahu isi lumayan saja, bumbunya kurang nendang. The stuffed tofu snack is just okay, seasoning isn't strong enough.",netral
"Suasana makan terasa terburu-buru, seperti diuber. The dining atmosphere feels rushed, like being chased.",negatif
"Kursinya keras dan tidak nyaman untuk duduk lama. The chairs are hard and uncomfortable for long sitting.",negatif
"Pesan udang, tapi disajikan dengan kepala dan kulit utuh. Ordered shrimp, but it was served with head and skin intact.",negatif
"Antrean kasir sangat panjang, pelayan cuma satu. Cashier queue is very long, only one waiter.",negatif
"Sop kepiting asparagus sangat lezat, kepitingnya banyak. The crab asparagus soup is very delicious, lots of crab.",positif
"Nasi Liwet dengan ikan asin dan jengkol sangat otentik. The Liwet Rice with salted fish and jengkol is very authentic.",positif
"Restoran memiliki banyak soket listrik untuk mengisi daya. The restaurant has many power outlets for charging.",positif
"Parkir Valet gratis, sangat membantu di area sulit parkir. Free Valet parking, very helpful in difficult parking areas.",positif
"Lodeh kates-nya gurih santan, sayurannya empuk, enak. The papaya Lodeh is savory with coconut milk, tender vegetables, delicious.",positif
"Spageti bolognesenya kurang saus, rasanya jadi kurang kuat. Spaghetti Bolognese has too little sauce, so the taste is not strong enough.",netral
"Bau rokok dari luar masuk ke area makan non-smoking. Cigarette smoke from outside enters the non-smoking dining area.",negatif
"Rasa kopi mereka berubah jadi kurang enak belakangan ini. Their coffee taste has changed and become less delicious recently.",negatif
"Ada beberapa keretakan di dinding, perlu renovasi. There are several cracks on the wall, needs renovation.",negatif
"Kembalian uang tidak diberikan dengan lengkap, staf lupa. The change was not given completely, staff forgot.",negatif
"Soto banjar-nya sangat kaya rasa, kuahnya keruh lezat. The Banjar soto is very rich in flavor, the broth is cloudy and delicious.",positif
"Sate usus bumbu pedas manis, kenyal gurih, bikin nagih. Spicy sweet seasoned intestine satay, chewy, savory, addictive.",positif
"Staff mengenakan seragam rapi dan terlihat profesional. Staff wear neat uniforms and look professional.",positif
"Tersedia pilihan pembayaran digital yang mudah. Easy digital payment options available.",positif
"Rujak cingur bumbunya legit, isiannya lengkap, pedas manis. The cingur rujak sauce is delicious, fillings are complete, spicy sweet.",positif
"Harga mi ayamnya biasa saja, tidak murah tidak mahal. The chicken noodle price is average, neither cheap nor expensive.",netral
"Ukuran meja sangat kecil, tidak cukup untuk menaruh banyak makanan. Table size is very small, not enough to put many foods.",negatif
"Menu makanan ringan tidak ada variasi, cuma itu-itu saja. The snack menu has no variation, just the same old items.",negatif
"Sendok dan garpu terkesan tidak higienis, berkerak. Spoons and forks appear unhygienic, crusty.",negatif
"Lantai restoran terasa lengket saat diinjak, kotor. The restaurant floor feels sticky when stepped on, dirty.",negatif
"Semangkuk bubur ketan hitamnya lembut, manisnya pas. A bowl of black sticky rice porridge is soft, perfectly sweet.",positif
"Es Cincau Hijau asli dengan santan murni, sangat segar. Authentic green grass jelly ice with pure coconut milk, very refreshing.",positif
"Sistem pesan via QR code sangat praktis dan cepat. Ordering system via QR code is very practical and fast.",positif
"View dari jendela restoran sangat menawan, pemandangan kota. The view from the restaurant window is very charming, city view.",positif
"Nasi kebuli ayam mandinya sangat harum, nasi pulen. The mandi chicken biryani is very fragrant, fluffy rice.",positif
"Kue ape rasanya tidak jelek, tapi kurang spesial. Ape cake tastes not bad, but less special.",netral
"Pesan hot tea, tapi datangnya sudah tidak hangat lagi. Ordered hot tea, but it came not warm anymore.",negatif
"Bau pesing dari toilet tercium sampai ke area makan. Urine smell from the toilet wafts into the dining area.",negatif
"Kurang tempat duduk untuk pengunjung saat jam sibuk. Not enough seating for visitors during busy hours.",negatif
"Pesanan datang setelah meja di sebelah sudah mau pulang. The order came after the table next to us was about to leave.",negatif
"Indomie kekinian dengan topping beef bacon sangat menggugah. Contemporary Indomie with beef bacon topping is very appetizing.",positif
"Nasi ayam geprek mozarella pedasnya mantap, kejunya melimpah. Mozzarella smashed chicken rice is deliciously spicy, abundant cheese.",positif
"Sop jamur truffles sangat creamy dan kaya rasa. Truffle mushroom soup is very creamy and rich in flavor.",positif
"Warna dinding restoran sangat cerah dan energik. Restaurant wall color is very bright and energetic.",positif
"Ada gratis wifi, koneksinya pun lumayan kencang. There's free wifi, the connection is quite fast.",positif
"Jus tomatnya ya lumayan, seperti jus tomat pada umumnya. The tomato juice is okay, like typical tomato juice.",netral
"Adanya nyamuk di dalam tempat makan, lumayan banyak. There are quite a few mosquitoes inside the dining area.",negatif
"Pembayaran dengan kartu debit tidak bisa, hanya tunai. Debit card payment not possible, cash only.",negatif
"Kerupuk di meja sudah agak melempem, kurang renyah. Crackers on the table are a bit stale, not crispy enough.",negatif
"Parkiran sulit dijangkau, harus jalan kaki jauh. Parking is hard to reach, have to walk far.",negatif
"Soto Betawi-nya kental santan dan dagingnya empuk, lezat. Betawi soto is thick with coconut milk and tender meat, delicious.",positif
"Sop Iga Bakar dengan kuah kental, daging empuk sekali. Grilled Ribs Soup with thick broth, very tender meat.",positif
"Ayam taliwang pedasnya pas, dagingnya juicy dan bumbunya meresap. Taliwang chicken is perfectly spicy, juicy meat and well-seasoned.",positif
"Kopi cold brew-nya unik dan rasanya kuat, cocok untuk saya. The cold brew coffee is unique and strong in flavor, suitable for me.",positif
"Mochi es krimnya lembut, manisnya pas, dan beragam rasa. Mochi ice cream is soft, perfectly sweet, and various flavors.",positif
"Tekwan kuahnya sedikit hambar, tidak sekuat yang dibayangkan. The tekwan broth is a bit bland, not as strong as imagined.",netral
"Sendok garpu plastik kurang kokoh, terasa murahan. Plastic spoons and forks are less sturdy, feel cheap.",negatif
"Suara musik di dalam terlalu nyaring, mengganggu pembicaraan. Music inside is too loud, disrupting conversations.",negatif
"Kipas angin kotor dan berdebu, kurang bersih. Fan is dirty and dusty, not clean enough.",negatif
"Tidak ada wastafel di area toilet, harus keluar lagi. No sink in the toilet area, have to go out again.",negatif
"Roti Cane keju susunya crispy dan legit, favorit saya. Cheese milk Cane bread is crispy and delicious, my favorite.",positif
"Es Campur-nya kaya akan isian, kuahnya creamy dan manis. The mixed ice is rich with fillings, the broth is creamy and sweet.",positif
"Pelayan selalu senyum dan cepat tanggap, terbaik. Waiters always smile and are responsive, the best.",positif
"Nuansa interior-nya hangat, lampu temaram, nyaman untuk bersantai. The interior ambiance is warm, dim lights, comfortable for relaxing.",positif
"Mie Tarik-nya kenyal dan porsinya banyak, bikin kenyang. The pulled noodles are chewy and portions are large, very filling.",positif
"Teh hijau latte rasanya datar, tidak ada yang menonjol. Green tea latte tastes flat, nothing stands out.",netral
"Meja kami agak goyang-goyang, jadi tidak stabil. Our table is a bit wobbly, unstable.",negatif
"Restoran tidak menyediakan kursi bayi, kurang ramah keluarga. The restaurant does not provide baby chairs, less family-friendly.",negatif
"Kebersihan lantai di bawah meja kurang, banyak remahan makanan. Cleanliness of the floor under the table is lacking, many food crumbs.",negatif
