text,sentimen
"Saya tidak peduli dengan lagu ini. I don't care about this song.",netral
"Saya sangat menyukai setiap aspek lagu ini. I absolutely love every aspect of this song.",positif
"Lagu ini membuat saya ingin lari dan bersembunyi. This song makes me want to run and hide.",negatif
"Ini adalah lagu yang biasa saja. It's just an ordinary song.",netral
"Liriknya sangat puitis dan mengena di hati. The lyrics are very poetic and strike a chord.",positif
"Ritme yang kacau dan tidak beraturan. Chaotic and irregular rhythm.",negatif
"Saya tidak bisa membentuk opini yang kuat. I can't form a strong opinion.",netral
"Lagu ini memberikan saya harapan dan kebahagiaan. This song gives me hope and happiness.",positif
"Kualitas suara sangat buruk, seperti rekaman dari tempat sampah. Sound quality is terrible, like a recording from a trash can.",negatif
"Saya tidak terlalu memikirkannya. I don't think much of it.",netral
"Musik ini adalah anugerah bagi telinga saya. This music is a blessing to my ears.",positif
"Saya merasa sangat kecewa dengan aransemen ini. I feel very disappointed with this arrangement.",negatif
"Ini hanya sebuah lagu yang ada. It's just a song that exists.",netral
"Setiap nada di lagu ini adalah sebuah pengalaman. Every note in this song is an experience.",positif
"Saya tidak mengerti mengapa lagu ini populer. I don't understand why this song is popular.",negatif
"Saya tidak punya perasaan khusus. I don't have any special feelings.",netral
"Lagu ini selalu membuat suasana hati saya lebih baik. This song always makes my mood better.",positif
"Lagu ini membuat saya merasa tidak nyaman dan gelisah. This song makes me feel uncomfortable and restless.",negatif
"Saya tidak akan mencari lagu ini. I won't look for this song.",netral
"Lagu ini adalah karya seni yang luar biasa. This song is an incredible work of art.",positif
"Ini adalah kekacauan sonik. It's a sonic mess.",negatif
"Saya tidak punya banyak untuk dikatakan. I don't have much to say.",netral
"Saya menemukan inspirasi dalam lagu ini. I find inspiration in this song.",positif
"Terlalu banyak repetisi, membuat saya bosan. Too much repetition, it bores me.",negatif
"Hanya musik latar. Just background music.",netral
"Lagu ini sangat cocok untuk bersantai dan merenung. This song is perfect for relaxing and reflecting.",positif
"Saya merasa lagu ini sangat membosankan dan tidak bersemangat. I find this song very boring and uninspired.",negatif
"Saya tidak memiliki pendapat kuat. I don't have a strong opinion.",netral
"Sebuah lirik yang cerdas dan melodi yang indah. Clever lyrics and a beautiful melody.",positif
"Vokal yang fals dan merusak lagu. Off-key vocals ruin the song.",negatif
"Bukan yang terbaik, bukan yang terburuk. Not the best, not the worst.",netral
"Lagu ini membawa kegembiraan ke dalam hidup saya. This song brings joy into my life.",positif
"Musiknya terlalu agresif dan membuat saya tegang. The music is too aggressive and makes me tense.",negatif
"Saya tidak punya emosi apa pun terhadap lagu ini. I have no emotions whatsoever towards this song.",netral
"Saya suka dengan kreativitasnya. I like its creativity.",positif
"Produksi yang buruk, terdengar amatir. Bad production, sounds amateurish.",negatif
"Biasa saja. Mediocre.",netral
"Lagu ini adalah mahakarya yang murni. This song is a pure masterpiece.",positif
"Saya benci lagu ini. I hate this song.",negatif
"Tidak ada yang menonjol. Nothing stands out.",netral
"Melodi yang indah dan menenangkan. Beautiful and calming melody.",positif
"Ritme yang mengganggu dan membuat saya kesal. Disturbing rhythm that annoys me.",negatif
"Saya tidak peduli. I don't care.",netral
"Lagu ini membuat saya merasa bersemangat. This song makes me feel energetic.",positif
"Liriknya terasa hampa dan tidak ada pesan. The lyrics feel empty and have no message.",negatif
"Saya tidak punya opini. I have no opinion.",netral
"Sebuah karya seni yang indah dan mendalam. A beautiful and profound work of art.",positif
"Kualitas suara sangat buruk. Sound quality is terrible.",negatif
"Saya tidak bisa membentuk opini. I can't form an opinion.",netral
"Lagu ini adalah favorit baru saya. This song is my new favorite.",positif
"Saya merasa lagu ini sangat mengecewakan. I feel this song is very disappointing.",negatif
"Tidak buruk, tapi tidak hebat. Not bad, but not great.",netral
"Saya sangat merekomendasikan lagu ini. I highly recommend this song.",positif
"Saya tidak tahan dengan repetisi yang berlebihan. I can't stand the excessive repetition.",negatif
"Tidak ada yang istimewa. Nothing special.",netral
"Lagu ini memberikan energi positif yang luar biasa. This song provides incredible positive energy.",positif
"Lagu ini membuat saya merasa sedih. This song makes me feel sad.",negatif
"Biasa saja. Just okay.",netral
"Saya suka dengan pesan cinta dan harapan. I like the message of love and hope.",positif
"Suara penyanyi ini sangat mengganggu. This singer's voice is very irritating.",negatif
"Saya tidak peduli dengan lagu ini. I don't care about this song.",netral
"Lagu ini adalah harta karun musik. This song is a musical treasure.",positif
"Saya tidak bisa mendengarkannya tanpa merasa kesal. I can't listen to it without getting annoyed.",negatif
"Biasa saja, tidak mengesankan. Just okay, not impressive.",netral
"Setiap kali saya mendengarnya, saya merasa bahagia. Every time I hear it, I feel happy.",positif
"Lagu ini membuat saya ingin berhenti mendengarkan musik. This song makes me want to stop listening to music.",negatif
"Saya tidak akan secara aktif menghindarinya. I won't actively avoid it.",netral
"Karya seni yang luar biasa dan penuh inovasi. An outstanding and innovative work of art.",positif
"Liriknya sangat membingungkan dan tidak masuk akal. The lyrics are very confusing and make no sense.",negatif
"Ini tidak terlalu relevan bagi saya. It's not very relevant to me.",netral
"Lagu ini menenangkan jiwa saya. This song soothes my soul.",positif
"Saya merasa lagu ini sangat mengecewakan. I find this song very disappointing.",negatif
"Saya tidak punya preferensi yang kuat. I don't have strong preferences.",netral
"Lagu ini adalah anugerah. This song is a blessing.",positif
"Saya benci seluruh genre ini karena lagu ini. I hate this whole genre because of this song.",negatif
"Ini adalah musik latar yang biasa. It's ordinary background music.",netral
"Suaranya indah dan liriknya menggugah. The sound is beautiful and the lyrics are evocative.",positif
"Produksi yang buruk membuat lagu ini tidak bisa didengarkan. Bad production makes this song unlistenable.",negatif
"Saya tidak akan mendengarkannya lagi, tapi juga tidak membencinya. I won't listen to it again, but I don't hate it.",netral
"Lagu ini membawa saya ke tempat yang lebih baik. This song takes me to a better place.",positif
"Saya merasa lagu ini sangat membosankan dan monoton. I find this song very boring and monotonous.",negatif
"Saya tidak punya perasaan negatif atau positif. I have no negative or positive feelings.",netral
"Lagu ini adalah inspirasi sejati. This song is a true inspiration.",positif
"Vokal yang parau dan tidak enak didengar. Hoarse and unpleasant vocals.",negatif
"Saya tidak punya opini yang kuat tentang ini. I don't have a strong opinion about this.",netral
"Sebuah melodi yang tak terlupakan dan lirik yang puitis. An unforgettable melody and poetic lyrics.",positif
"Ritme yang mengganggu membuat saya kesal. The disturbing rhythm annoys me.",negatif
"Hanya lagu lain di internet. Just another song on the internet.",netral
"Lagu ini membangkitkan semangat saya. This song lifts my spirits.",positif
"Saya merasa lagu ini adalah buang-buang waktu saya. I feel this song is a waste of my time.",negatif
"Tidak ada yang luar biasa. Nothing extraordinary.",netral
"Saya benar-benar menikmati setiap momen dari lagu ini. I truly enjoy every moment of this song.",positif
"Saya merasa seperti lagu ini dirancang untuk menyiksa telinga saya. I feel like this song was designed to torture my ears.",negatif
"Saya tidak punya pendapat yang kuat. I don't have a strong opinion.",netral
"Lagu ini adalah keajaiban yang murni. This song is a pure miracle.",positif
"Aransemen yang kacau dan tidak masuk akal. Chaotic and senseless arrangement.",negatif
"Cukup lumayan. Quite decent.",netral
"Lagu ini adalah definisi kebahagiaan. This song is the definition of happiness.",positif
"Suara penyanyi ini sangat mengganggu. This singer's voice is very irritating.",negatif
"Saya tidak punya preferensi. I have no preference.",netral
"Lagu ini adalah karya seni yang tiada banding. This song is an unparalleled work of art.",positif
"Liriknya sangat dangkal dan klise. The lyrics are very superficial and cliché.",negatif
"Tidak buruk, tidak bagus, hanya ada. Not bad, not good, just exists.",netral
"Saya sangat merekomendasikan lagu ini. I highly recommend this song.",positif
"Lagu ini membuat saya ingin melarikan diri. This song makes me want to escape.",negatif
"Saya tidak terkesan. I'm not impressed.",netral
"Sebuah komposisi yang sangat indah. A truly beautiful composition.",positif
"Terlalu banyak pengulangan. Too much repetition.",negatif
"Saya tidak bisa mengeluh, tidak bisa memuji. I can't complain, can't praise.",netral
"Lagu ini selalu membuat saya tersenyum. This song always makes me smile.",positif
"Lagu ini membuat saya sangat sedih dan murung. This song makes me very sad and gloomy.",negatif
"Ini adalah lagu biasa saja. It's just an ordinary song.",netral
"Vokal yang luar biasa dan produksi yang sempurna. Outstanding vocals and perfect production.",positif
"Ritme yang mengganggu dan membingungkan. Disturbing and confusing rhythm.",negatif
"Saya tidak punya pendapat apa pun tentang lagu ini. I have no opinion about this song.",netral
"Lagu ini membawa kedamaian ke dalam hati saya. This song brings peace to my heart.",positif
"Saya merasa lagu ini sangat buruk. I feel this song is very bad.",negatif
"Tidak ada yang menonjol. Nothing stands out.",netral
"Saya cinta setiap nada dari lagu ini. I love every note of this song.",positif
"Suaranya membuat saya ingin mencabut telinga saya. The sound makes me want to rip my ears out.",negatif
"Saya tidak peduli. I don't care.",netral
"Lagu ini adalah keajaiban musik. This song is a musical marvel.",positif
"Ini adalah lagu yang sangat mengecewakan. This is a very disappointing song.",negatif
"Saya tidak punya perasaan kuat. I don't have strong feelings.",netral
"Lagu ini selalu mengangkat semangat saya. This song always lifts my spirits.",positif
"Liriknya sangat membingungkan dan tidak logis. The lyrics are very confusing and illogical.",negatif
"Ini hanya musik latar. It's just background music.",netral
"Sebuah karya seni yang mengharukan dan indah. A moving and beautiful work of art.",positif
"Produksinya terasa murah dan tidak profesional. The production feels cheap and unprofessional.",negatif
"Saya tidak bisa mengatakan saya suka atau tidak. I can't say I like it or not.",netral
"Lagu ini memberikan saya energi yang saya butuhkan. This song gives me the energy I need.",positif
"Saya merasa lagu ini tidak ada nilai seninya sama sekali. I feel this song has no artistic value at all.",negatif
"Hanya musik lain. Just another piece of music.",netral
"Melodi yang menawan dan lirik yang dalam. A captivating melody and deep lyrics.",positif
"Vokal yang terlalu diwarnai, terdengar tidak otentik. Vocals are over-colored, sound inauthentic.",negatif
"Saya mendengarkannya sesekali. I listen to it from time to time.",netral
"Lagu ini membuat saya ingin bernyanyi bersama. This song makes me want to sing along.",positif
"Saya merasa frustrasi dengan kurangnya inovasi. I feel frustrated by the lack of innovation.",negatif
"Tidak ada yang istimewa dari lagu ini. Nothing special about this song.",netral
"Ini adalah lagu yang sempurna untuk momen santai. This is the perfect song for relaxing moments.",positif
"Lagu ini terlalu generik dan tidak ada karakternya. This song is too generic and lacks character.",negatif
"Saya tidak terlalu memedulikannya. I don't really care about it.",netral
"Saya suka dengan kreativitas yang ditunjukkan dalam lagu ini. I like the creativity shown in this song.",positif
"Saya benci nada-nada yang disonansi ini. I hate these dissonant notes.",negatif
"Saya tidak memiliki opini yang kuat tentangnya. I don't have a strong opinion about it.",netral
